ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
PS50862,PS50862,10,0.5277136934078928,0.8776008509614097,0.8161838161838162,0.986013986013986,0.986013986013986,385,"tags=20%, list=16%, signal=17%",P14868/Q6PI48
PF00270,PF00270,25,0.49664572983707,0.8771813059772874,0.9240759240759241,0.986013986013986,0.986013986013986,920,"tags=36%, list=39%, signal=22%",O00148/O43143/P38919/Q92841/Q92499/P42285/P26196/Q7L2E3/Q9NR30
PS51195,PS51195,16,0.5025709418885569,0.8655089959196683,0.8871128871128872,0.986013986013986,0.986013986013986,920,"tags=38%, list=39%, signal=23%",O00148/P38919/Q92841/Q92499/P26196/Q9NR30
PF07653,PF07653,10,0.5198192339159422,0.864472170666466,0.8401598401598401,0.986013986013986,0.986013986013986,586,"tags=30%, list=25%, signal=23%",O15034/Q99962/Q9NZW5
PF13181,PF13181,18,0.49640812788541555,0.8599953040124897,0.9110889110889111,0.986013986013986,0.986013986013986,865,"tags=28%, list=36%, signal=18%",O76094/Q9H3U1/Q9Y5Q9/P30260/Q9BXJ9
PF00160,PF00160,10,0.5099681678516033,0.8480896055199926,0.8611388611388612,0.986013986013986,0.986013986013986,160,"tags=10%, list=7%, signal=9%",P23284
PS50072,PS50072,10,0.5099681678516033,0.8480896055199926,0.8611388611388612,0.986013986013986,0.986013986013986,160,"tags=10%, list=7%, signal=9%",P23284
PS50021,PS50021,24,0.4704807958948169,0.8292643090022259,0.9660339660339661,0.986013986013986,0.986013986013986,982,"tags=33%, list=41%, signal=20%",O15020/O43707/P12814/Q15149/P46939/Q69YQ0/P52735/Q5M775
PS50077,PS50077,10,0.48341816048460945,0.8039362902860525,0.9170829170829171,0.986013986013986,0.986013986013986,962,"tags=30%, list=40%, signal=18%",Q9P260/Q14974/Q9BU89
PS51352,PS51352,21,0.45846394487859904,0.8015593989651174,0.9690309690309691,0.986013986013986,0.986013986013986,958,"tags=29%, list=40%, signal=17%",Q6DKJ4/Q8NBF2/Q9H1E5/Q13162/O76003/Q15084
PF00085,PF00085,14,0.4388239939582013,0.7484873934437776,0.968031968031968,0.986013986013986,0.986013986013986,1132,"tags=50%, list=47%, signal=26%",Q9H1E5/O14530/O76003/Q15084/O43396/Q8NBS9/P30101
PS00183,PS00183,10,0.4270856423931888,0.7102539272331434,0.967032967032967,0.986013986013986,0.986013986013986,809,"tags=20%, list=34%, signal=13%",P68036/P61088
PF00515,PF00515,10,0.4236073439544067,0.7044694313826378,0.967032967032967,0.986013986013986,0.986013986013986,969,"tags=30%, list=41%, signal=18%",P53041/P30260/Q02790
PF00226,PF00226,13,0.4029573650405133,0.6843593060992036,0.9820179820179821,0.986013986013986,0.986013986013986,601,"tags=8%, list=25%, signal=6%",Q9UBS4
PS50076,PS50076,13,0.4029573650405133,0.6843593060992036,0.9820179820179821,0.986013986013986,0.986013986013986,601,"tags=8%, list=25%, signal=6%",Q9UBS4
PS00194,PS00194,12,0.3996774103105667,0.6755732917908868,0.986013986013986,0.986013986013986,0.986013986013986,1132,"tags=42%, list=47%, signal=22%",Q9H1E5/Q15084/O43396/Q8NBS9/P30101
PF00012,PF00012,10,0.3822306505567813,0.6356589726256806,0.977022977022977,0.986013986013986,0.986013986013986,784,"tags=20%, list=33%, signal=13%",Q9Y4L1/O95757
PS01036,PS01036,10,0.3822306505567813,0.6356589726256806,0.977022977022977,0.986013986013986,0.986013986013986,784,"tags=20%, list=33%, signal=13%",Q9Y4L1/O95757
