UniProtKB_accession_number	corum_id
Q8TEW0	918
Q9NPB6	918
A0A8I3RS97	920
E2QY99	920
E2QYC9	920
O60264	921
Q96T23	921
P28370	923
Q96T23	923
P07910	924
P11388	924
Q08211	924
Q08945	924
Q6P2Q9	924
Q96SB4	924
Q9NR30	924
O60264	925
Q9NRL2	925
Q14160	926
Q6P1M3	926
P07199	927
Q03188	927
Q71F23	927
Q96BT3	927
Q96H22	927
Q9H3R5	927
Q9NSP4	927
Q14160	928
Q9ULK5	928
O60264	929
P07199	929
P11021	929
P11142	929
P22087	929
P35226	929
P49450	929
Q02241	929
Q03188	929
Q06587	929
Q08945	929
Q13185	929
Q13619	929
Q15007	929
Q16531	929
Q53SF7	929
Q5T200	929
Q69YN4	929
Q6T4P5	929
Q71F23	929
Q8N0S6	929
Q8N1F7	929
Q8NEM2	929
Q92620	929
Q92674	929
Q96JP5	929
Q96T23	929
Q99496	929
Q9BS16	929
Q9BU64	929
Q9BXP5	929
Q9BZH6	929
Q9H0H5	929
Q9H3R5	929
Q9HC52	929
Q9NSP4	929
Q9Y5B9	929
Q14155	930
Q14160	930
Q9Y2X7	930
Q68FF6	931
Q80U72	931
Q9ES28	931
A0A0G2JXQ2	932
P37230	932
Q05343	932
P25054	933
Q14160	933
Q08945	934
Q8TD19	934
Q9Y5B9	934
Q02248	935
Q61315	935
Q80U72	935
Q08945	936
Q9Y5B9	936
P19784	938
P67870	938
P68400	938
Q08945	938
Q9Y5B9	938
D4A6X1	939
Q02485	939
P48037	940
P50904	940
P70600	940
Q62844	940
B2RYN6	941
P52303	941
P84079	941
P26051	942
Q64294	942
O15400	943
Q9H270	943
Q9P253	943
Q9H269	944
Q9H270	944
Q9P253	944
Q63615	945
Q9H270	945
Q9P253	945
Q63615	946
Q9H269	946
Q9H270	946
Q9P253	946
O00311	947
Q9UBU7	947
B2RUJ5	948
Q99PW8	948
P32851	950
P60881	950
Q9WU70	950
P35922	951
Q80Y17	951
O35643	952
P22892	952
P35585	952
Q8CA55	952
P11881	953
P60670	953
P70362	953
Q01853	953
P29994	954
P46462	954
Q9ES53	954
Q9ES54	954
P41743	955
Q6P1M3	955
Q9BYG5	955
P41743	956
Q8TEW0	956
Q9BYG5	956
P46462	957
Q9ES53	957
Q9ES54	957
Q9ES53	958
Q9ES54	958
P41743	959
Q15334	959
Q9BYG5	959
O35987	960
P46462	960
P23385	961
P63035	961
Q8R4T5	961
P23385	962
Q8R4T5	962
P22756	963
Q8R4T5	963
O60934	964
P38398	964
P49959	964
Q92878	964
Q62074	965
Q80Y17	965
Q9Z101	965
Q8R015	967
Q9R0C0	967
Q6P7F1	968
Q8VBX6	968
Q8VHS2	968
Q9JLB2	968
P17426	970
Q3U366	970
O54916	971
Q3U366	971
P02463	973
P19324	973
P61620	973
O75530	974
Q09028	974
Q15022	974
Q15910	974
Q6ZN18	974
P60766	975
Q6NVF0	975
P32851	976
P60881	976
P63045	976
P50279	977
P60881	977
P63045	977
P60881	978
P63045	978
Q08849	978
P60881	979
P63045	979
Q08850	979
P21707	980
P60881	980
P63045	980
Q08850	980
P21707	981
P60881	981
P63045	981
Q08849	981
P21707	982
P50279	982
P60881	982
P63045	982
P21707	983
P32851	983
P60881	983
P63045	983
P50279	986
P60881	986
P63041	986
P63045	986
P50279	987
P60881	987
P63045	987
P84087	987
P60881	988
P63045	988
P84087	988
Q08849	988
P60881	989
P63041	989
P63045	989
Q08849	989
Q8BSZ2	990
Q8BXK8	990
Q8R2R9	990
Q9JKC8	990
Q9Z1T1	990
Q66JT5	991
Q91V51	991
Q91YK0	991
Q99MS8	991
Q9CQM0	991
D4A772	992
P84060	992
Q6QLM7	992
O70585	993
Q61768	993
O43292	994
Q92643	994
Q969N2	994
Q96S52	994
Q9H490	994
O75530	996
Q09028	996
Q15022	996
Q15910	996
Q16576	996
O60870	997
P12004	997
P27694	997
O75340	999
P22626	999
Q15185	999
O14656	1000
O14657	1000
O35654	1001
P17918	1001
P20664	1001
P33609	1001
P33610	1001
P33611	1001
P37913	1001
P52431	1001
Q01320	1001
Q04750	1001
Q9CWP8	1001
Q9EQ28	1001
P09884	1003
P20248	1003
P24941	1003
P35249	1003
P35250	1003
P35251	1003
P40937	1003
P40938	1003
Q14181	1003
P09874	1004
P09884	1004
P11387	1004
P15927	1004
P18858	1004
P20248	1004
P24941	1004
P27694	1004
P28340	1004
P35244	1004
P35249	1004
P35250	1004
P35251	1004
P40937	1004
P40938	1004
P49005	1004
P56282	1004
Q07864	1004
Q14181	1004
Q15054	1004
Q9HCU8	1004
Q9NR33	1004
Q9NRF9	1004
P06493	1005
P09874	1005
P09884	1005
P11387	1005
P14635	1005
P15927	1005
P27694	1005
P28340	1005
P35244	1005
P35250	1005
P35251	1005
P49005	1005
P56282	1005
Q07864	1005
Q14181	1005
Q15054	1005
Q9HCU8	1005
Q9NR33	1005
Q9NRF9	1005
P20070	1006
P41350	1006
P60711	1006
P63259	1006
Q2IBC5	1006
Q9Z2S9	1006
P50613	1007
P51946	1007
P50613	1010
P51946	1010
P51948	1010
G3V7P1	1011
O70257	1011
P32851	1011
P61265	1011
P63045	1011
Q64548	1011
O88689	1014
Q91XZ0	1014
O88689	1015
Q91XX7	1015
O88689	1016
Q91XY5	1016
O88689	1017
Q91XX6	1017
Q91XX6	1018
Q91Y13	1018
Q91XY5	1019
Q91Y13	1019
Q91XX7	1020
Q91Y13	1020
Q91XZ0	1021
Q91Y13	1021
P14234	1022
Q91YM2	1022
Q9QVP9	1022
Q02956	1023
Q60610	1023
Q99NH2	1023
D3ZWV8	1024
Q6GMN2	1024
G1SYP2	1025
G1TNY9	1025
P15253	1025
D3ZWV8	1026
O35274	1026
O70377	1027
Q08850	1027
Q62747	1027
Q9JHW5	1027
P41235	1028
P53999	1028
P18074	1029
P19447	1029
P32780	1029
P50613	1029
P51946	1029
P51948	1029
Q13888	1029
Q13889	1029
Q6ZYL4	1029
Q92759	1029
P18074	1030
P50613	1030
P51946	1030
P51948	1030
O43913	1031
O43929	1031
Q13415	1031
Q13416	1031
Q9UBD5	1031
Q9Y5N6	1031
O43929	1032
Q13416	1032
Q9UBD5	1032
O43913	1034
O43929	1034
Q13416	1034
Q9UBD5	1034
P09055	1035
Q60771	1035
Q9QY33	1035
P19447	1037
P32780	1037
Q13888	1037
Q13889	1037
Q92759	1037
O43913	1038
O43929	1038
Q13415	1038
Q13416	1038
Q9UBD5	1038
P12004	1039
Q15004	1039
Q15004	1040
Q9UK53	1040
P60709	1041
Q07157	1041
Q9Y4J8	1041
Q15788	1042
Q9HD15	1042
P97792	1043
Q91XL2	1043
P97792	1044
Q9D8B7	1044
O14980	1045
O95149	1045
P62826	1045
O70263	1046
Q7TSN7	1046
O70263	1047
Q7TSN7	1047
Q9QZS3	1047
P11031	1048
P49698	1048
P48281	1050
Q9CQA5	1050
P62877	1051
P63208	1051
Q13309	1051
Q13616	1051
P62877	1052
P63208	1052
Q13616	1052
Q9UKB1	1052
P03372	1054
P20749	1054
Q04206	1054
Q9Y6Q9	1054
P29590	1055
Q9UBW7	1055
P63165	1056
Q9UBW7	1056
Q15834	1057
Q96EZ8	1057
Q13596	1058
Q9UNH7	1058
O60749	1060
Q13596	1060
Q4G0F5	1060
Q96QK1	1060
Q9UBQ0	1060
P10415	1062
Q14790	1062
Q9NZS9	1062
O43739	1063
Q7Z6J2	1063
P80217	1064
Q13287	1064
Q02956	1066
Q80Y17	1066
Q9Z101	1066
P01732	1067
P06239	1067
P14678	1068
P62304	1068
P62306	1068
P62308	1068
P62314	1068
P62316	1068
P62318	1068
P67809	1068
Q16560	1068
Q16629	1068
Q6IEG0	1068
Q8N8D1	1068
Q96GM8	1068
Q9BV90	1068
Q9H875	1068
P09038	1069
Q9BZZ5	1069
P08F94	1071
Q13563	1071
E9PZ36	1074
O35245	1074
Q61771	1074
E9PZ36	1076
O35245	1076
A0A8I3N885	1077
A0A8I3NZH4	1077
E2RK30	1077
O60563	1079
P50750	1079
O60583	1080
P50750	1080
O75909	1083
P50750	1083
D3ZMS5	1084
P97701	1084
Q6B4M5	1084
Q6RUV5	1084
Q9Z340	1084
P06746	1085
P18887	1085
P49916-3	1085
Q969S2	1085
Q96T60	1085
O00764	1086
P06746	1086
P18887	1086
P49916	1086
Q96FI4	1086
O15392	1087
O60447	1087
Q96GD4	1087
Q9NQS7	1087
P04156	1088
Q13791	1088
O14910	1089
Q9NZW5	1089
O43747	1090
Q15276	1090
P12004	1092
P12956	1092
P13010	1092
O75964	1094
P10809	1094
P31040	1094
P38646	1094
Q16595	1094
Q9HD34	1094
Q9Y4W6	1094
O00303	1097
O15371	1097
O15372	1097
O75821	1097
O75822	1097
P55884	1097
P60228	1097
Q13347	1097
Q14152	1097
Q7L2H7	1097
Q99613	1097
Q9UBQ5	1097
Q9Y262	1097
P09884	1098
P11387	1098
P11388	1098
P12004	1098
P15927	1098
P27694	1098
P28340	1098
P35244	1098
P35249	1098
P35250	1098
P35251	1098
P40937	1098
P40938	1098
P49005	1098
P49642	1098
P49643	1098
Q14181	1098
Q15054	1098
Q9HCU8	1098
P09884	1100
P49642	1100
P49643	1100
Q14181	1100
O88998	1103
Q61337	1103
Q8R5H6	1103
Q12789	1105
Q8WUA4	1105
Q9UKN8	1105
Q9Y5Q8	1105
Q9Y5Q9	1105
P11387	1106
P53999	1106
Q12789	1106
Q8WUA4	1106
Q9UKN8	1106
Q9Y5Q8	1106
Q9Y5Q9	1106
P09884	1107
P12004	1107
P28340	1107
P35249	1107
P35250	1107
P35251	1107
P40937	1107
P40938	1107
P49005	1107
P49642	1107
P49643	1107
Q14181	1107
Q15054	1107
Q9HCU8	1107
P09874	1108
P09884	1108
P12004	1108
P18858	1108
P28340	1108
P35249	1108
P35250	1108
P35251	1108
P40937	1108
P40938	1108
P49005	1108
P49642	1108
P49643	1108
P56282	1108
Q07864	1108
Q14181	1108
Q15054	1108
Q9HCU8	1108
Q9NR33	1108
Q9NRF9	1108
P33609	1109
P33611	1109
P09884	1111
P11387	1111
P11388	1111
P12004	1111
P15927	1111
P27694	1111
P28340	1111
P35244	1111
P35249	1111
P35250	1111
P35251	1111
P40937	1111
P40938	1111
P49005	1111
P49642	1111
P49643	1111
P56282	1111
Q07864	1111
Q14181	1111
Q15054	1111
Q9HCU8	1111
Q9NR33	1111
Q9NRF9	1111
Q5DTT2	1112
Q7TPR4	1112
Q12789	1113
Q8WUA4	1113
Q92664	1113
Q9UKN8	1113
Q9Y5Q8	1113
Q9Y5Q9	1113
A6H8Y1	1114
P20226	1114
Q12789	1114
Q8WUA4	1114
Q92664	1114
Q92994	1114
Q9UKN8	1114
Q9Y5Q8	1114
Q9Y5Q9	1114
P49615	1115
P61809	1115
O14980	1116
O15392	1116
Q96GD4	1116
O14980	1117
O15392	1117
O15392	1118
Q53HL2	1118
Q96GD4	1118
Q9NQS7	1118
O15392	1120
Q53HL2	1120
Q9NQS7	1120
O95747	1121
Q9H4A3	1121
Q61550	1122
Q9CU62	1122
Q9CW03	1122
Q9H4A3	1123
Q9UEW8	1123
D4ABY0	1125
P32851	1125
P60881	1125
P63045	1125
P32851	1126
P60881	1126
P63041	1126
P63045	1126
Q08849	1126
O35601	1127
P97797	1127
Q3UND0	1127
P97797	1128
Q9QVP9	1128
D4ABY0	1129
P32851	1129
P60881	1129
P63045	1129
Q08849	1129
O75146	1130
Q14247	1130
P30153	1131
P35250	1131
P30153	1132
P35249	1132
Q13535	1133
Q92769	1133
Q13535	1134
Q14839	1134
Q92769	1134
Q62470	1135
Q91X96	1135
Q61738	1136
Q91X96	1136
D3ZM85	1137
P60881	1137
P63045	1137
O43809	1141
O60231	1141
O94913	1141
P19447	1141
P23246	1141
P26368	1141
P26599	1141
P49959	1141
Q01081	1141
Q07157	1141
Q14444	1141
Q16630	1141
Q8N684	1141
Q92759	1141
Q92989	1141
Q9UKF6	1141
O14893	1143
P14678	1143
P57678	1143
P62304	1143
P62306	1143
P62308	1143
P62314	1143
P62316	1143
P62318	1143
Q16637	1143
Q8TEQ6	1143
Q8WXD5	1143
Q9H840	1143
Q9NWZ8	1143
Q9UHI6	1143
Q9Y3F4	1143
O95639	1144
Q10570	1144
Q6UN15	1144
Q9P2I0	1144
Q9UKF6	1144
A0A0D9QW47	1145
A0A0D9QYM3	1145
P33240	1146
Q05048	1146
Q12996	1146
P33240	1147
Q05048	1147
Q10570	1147
Q12996	1147
Q92797	1147
Q9P2I0	1147
Q9UKF6	1147
P09012	1148
P17844	1148
P23246	1148
Q15233	1148
O14929	1149
P49321	1149
P62805	1149
P68431	1149
Q09028	1149
Q13111	1149
Q13112	1149
Q8TEX9	1149
Q9NVP2	1149
Q9Y294	1149
O14929	1150
P49321	1150
P54198	1150
P62805	1150
P84243	1150
Q09028	1150
Q8TEX9	1150
Q9NVP2	1150
Q9Y294	1150
Q505B8	1151
Q62209	1151
Q9D495	1151
O15287	1152
O15360	1152
Q00597	1152
Q8IYD8	1152
Q8NB91	1152
Q9HB96	1152
Q9NPI8	1152
Q9NW38	1152
Q5TA45	1153
Q68E01	1153
Q6P9B9	1153
Q75QN2	1153
Q8N201	1153
Q96CB8	1153
Q96HW7	1153
Q9H0H0	1153
Q9NV88	1153
Q9NVH2	1153
Q9NVR2	1153
Q9UL03	1153
A6NKF1	1154
P51587	1154
P60896	1154
Q5TA45	1154
Q6P9B9	1154
Q75QN2	1154
Q96HW7	1154
Q96PV6	1154
Q9H0H0	1154
Q9NV88	1154
Q9NVH2	1154
Q9NVR2	1154
Q9UL03	1154
P24928	1155
P30876	1155
Q5TA45	1155
Q68E01	1155
Q6P9B9	1155
Q75QN2	1155
Q8N201	1155
Q96CB8	1155
Q96HW7	1155
Q9H0H0	1155
Q9NV88	1155
Q9NVH2	1155
Q9NVR2	1155
Q9UL03	1155
A0A8C0SQK1	1156
B6V8E6	1156
F1PAA9	1156
Q6RH31	1156
P09803	1157
P15116	1157
P49769	1157
Q02248	1157
Q09472	1158
Q9UK53	1158
Q13547	1159
Q9UK53	1159
P12004	1160
Q09472	1160
Q9UK53	1160
Q60520	1161
Q8C2B3	1161
Q9WU42	1161
P62877	1162
Q13619	1162
Q13620	1162
Q16531	1162
Q92466	1162
P12004	1163
Q9UK53	1163
P27038	1164
Q61271	1164
Q8BUN5	1164
Q9WVQ1	1164
O75150	1165
P51965	1165
Q5VTR2	1165
O96019	1166
P60709	1166
Q96L91	1166
Q9Y230	1166
Q9Y265	1166
Q9Y4A5	1166
Q6P1J9	1167
Q6PD62	1167
Q8N7H5	1167
Q8WVC0	1167
Q9GZS3	1167
Q15477	1168
Q6PGP7	1168
Q9GZS3	1168
O00161	1169
Q12846	1169
Q15836	1169
O96019	1171
P01106	1171
Q9Y230	1171
Q9Y265	1171
Q9Y4A5	1171
P52298	1172
Q09161	1172
O96019	1173
Q9Y230	1173
Q9Y265	1173
P52298	1174
Q09161	1174
Q9H814	1174
O96019	1175
Q9Y4A5	1175
O14980	1176
P52298	1176
P62826	1176
Q09161	1176
Q9H814	1176
O75530	1177
Q15910	1177
Q96EB6	1177
P11142	1178
P63208	1178
Q06587	1178
Q6W2J9	1178
Q8N488	1178
Q8NHM5	1178
Q99496	1178
Q9BSM1	1178
P07199	1179
Q03188	1179
Q13352	1179
Q6IPU0	1179
Q71F23	1179
Q7L2Z9	1179
Q8N0S6	1179
Q8N2Z9	1179
Q96BT3	1179
Q96H22	1179
Q9BS16	1179
Q9BU64	1179
Q9H3R5	1179
Q9NSP4	1179
Q6PGF3	1180
Q80YQ2	1180
Q99K74	1180
O43290	1181
O43390	1181
O43660	1181
O60306	1181
O60506	1181
O60508	1181
O75533	1181
O75643	1181
O94906	1181
O95391	1181
O95926	1181
P07910	1181
P08579	1181
P09651	1181
P09661	1181
P11940	1181
P14678	1181
P17844	1181
P22626	1181
P31943	1181
P38159	1181
P38919	1181
P42285	1181
P51991	1181
P52272	1181
P52597	1181
P61326	1181
P61978	1181
P62304	1181
P62306	1181
P62308	1181
P62310	1181
P62314	1181
P62316	1181
P62318	1181
Q00839	1181
Q01081	1181
Q07955	1181
Q12874	1181
Q13435	1181
Q13523	1181
Q13573	1181
Q14331	1181
Q14562	1181
Q15029	1181
Q15393	1181
Q15428	1181
Q15459	1181
Q6NZY4	1181
Q6P2Q9	1181
Q6UX04	1181
Q86V81	1181
Q8IYB3	1181
Q8WUQ7	1181
Q92620	1181
Q96BP3	1181
Q96DF8	1181
Q96DI7	1181
Q99459	1181
Q9BRR8	1181
Q9BRX9	1181
Q9BUQ8	1181
Q9BZJ0	1181
Q9H2H8	1181
Q9H307	1181
Q9H5Z1	1181
Q9HCG8	1181
Q9HCS7	1181
Q9NW64	1181
Q9P013	1181
Q9UBB9	1181
Q9UJV9	1181
Q9UKM9	1181
Q9ULR0	1181
Q9UMS4	1181
Q9UNP9	1181
Q9UQ35	1181
Q9Y333	1181
Q9Y3C6	1181
Q9Y5S9	1181
O43660	1182
O75934	1182
P11142	1182
Q92616	1182
Q99459	1182
Q9UMS4	1182
A8K8P3	1183
O15297	1183
O43660	1183
O75533	1183
O75934	1183
P09012	1183
P09661	1183
P11142	1183
P11388	1183
P15884	1183
P23246	1183
P38159	1183
P62136	1183
P62314	1183
P62316	1183
P62318	1183
P78527	1183
Q01130	1183
Q07955	1183
Q12905	1183
Q13435	1183
Q14204	1183
Q15427	1183
Q7L1Q6	1183
Q8IYB3	1183
Q92616	1183
Q99459	1183
Q9P013	1183
Q9UMS4	1183
Q9UPN6	1183
A2AGH6	1184
Q569Z6	1184
Q5U427	1184
Q62447	1184
Q6PGF3	1184
Q80YQ2	1184
Q921D4	1184
Q925J9	1184
Q99K74	1184
O00443	1185
O00750	1185
P00533	1185
P04626	1185
O43633	1186
Q7LBR1	1186
Q96CF2	1186
Q96FZ7	1186
Q9BY43	1186
Q9H444	1186
Q9HD42	1186
Q9NZZ3	1186
Q9UQN3	1186
Q9Y3E7	1186
Q86VN1	1187
Q96H20	1187
Q9BRG1	1187
O60934	1189
P12956	1189
P13010	1189
P49917	1189
P49959	1189
Q13426	1189
Q92878	1189
Q09161	1190
Q96P71	1190
O00267	1191
O43719	1191
P19338	1191
P24928	1191
P50750	1191
A5D8V6	1192
Q99816	1192
Q9UK41	1192
P09874	1193
P12956	1193
P13010	1193
P49959	1193
Q15554	1193
Q92878	1193
Q9NYB0	1193
O75461	1194
O75712	1194
P61244	1194
Q06587	1194
Q14186	1194
Q8IWI9	1194
Q8IY57	1194
Q969R5	1194
Q96KQ7	1194
Q99496	1194
Q9BYE7	1194
Q9H9B1	1194
Q6P2Q9	1195
Q8IYB3	1195
O43502	1196
O43542	1196
Q15554	1198
Q96AP0	1198
Q9BSI4	1198
Q9NUX5	1198
P04843	1199
P04844	1199
P39656	1199
P46977	1199
P61803	1199
Q9H0U3	1199
P04843	1200
P04844	1200
P39656	1200
P61803	1200
Q13454	1200
Q8TCJ2	1200
Q9H0U3	1200
P54274	1201
Q96AP0	1201
Q9BSI4	1201
Q9NUX5	1201
O95271	1202
P54274	1202
Q9BSI4	1202
E2R4X3	1203
E2RQ08	1203
F1PCT7	1203
F1PJP5	1203
P86218	1203
P86229	1203
Q05052	1203
P54274	1204
Q15554	1204
Q92878	1204
Q96AP0	1204
Q9BSI4	1204
Q9NUX5	1204
Q9NYB0	1204
Q15554	1205
Q9NYB0	1205
O95271	1206
P54274	1206
Q15554	1206
Q9BSI4	1206
Q9NUX5	1206
Q9NYB0	1206
Q15554	1207
Q9BSI4	1207
Q9NUX5	1207
Q9NYB0	1207
E2R4X3	1208
E2RQ08	1208
F1PCT7	1208
F1PJP5	1208
P38377	1208
P60058	1208
P60467	1208
P86218	1208
P86229	1208
Q05052	1208
A0A8C0T6I4	1209
E2R4X3	1209
E2RQ08	1209
F1PCT7	1209
F1PJP5	1209
P16967	1209
P38377	1209
P60467	1209
P86218	1209
P86229	1209
Q05052	1209
E1B7B1	1210
F1MUP3	1210
Q2NKT5	1210
Q3T104	1210
Q5EA68	1210
P27540	1211
P35869	1211
P62877	1211
Q12788	1211
Q13620	1211
Q16531	1211
O09044	1212
O70404	1212
P70452	1212
O09044	1213
P63044	1213
P70452	1213
P62877	1214
Q13619	1214
Q16531	1214
Q7L5Y6	1214
Q8NHY2	1214
P62877	1215
P63208	1215
Q13616	1215
Q969H0	1215
O35878	1216
Q9QZ58	1216
Q14191	1217
Q15554	1217
P54132	1218
Q15554	1218
O95271	1219
P54274	1219
Q9H2K2	1219
P12956	1220
P13010	1220
Q15554	1220
P52655	1221
P52657	1221
Q15554	1221
P20417	1222
P35570	1222
P62994	1222
O43390	1223
P05455	1223
P06748	1223
P0DP23	1223
P11021	1223
P11940	1223
P16104	1223
P27797	1223
P62805	1223
Q08945	1223
Q8N257	1223
Q9Y262	1223
Q9Y5B9	1223
O43791	1224
P35226	1224
Q13618	1224
O43791	1225
O75367	1225
Q13618	1225
P06748	1226
P09874	1226
P11021	1226
P16104	1226
P16989	1226
P27797	1226
P62805	1226
Q7L2E3-1	1226
Q8N257	1226
P06748	1227
P11021	1227
P16104	1227
P16989	1227
P27797	1227
P33778	1227
P62805	1227
Q8N257	1227
Q96EY7	1227
Q99879	1227
O08838	1228
O88339	1228
P18484	1228
P84092	1228
Q05140	1228
P63245	1229
Q6AY21	1229
Q9EPH8	1229
Q9JIR1	1229
O14744	1231
P22087	1231
Q07021	1231
Q71U36	1231
Q99873	1231
Q9H4B7	1231
Q13127	1232
Q96ST3	1232
Q9UKL0	1232
Q92769	1233
Q9UKL0	1233
P21707	1235
P32851	1235
P60881	1235
P63041	1235
P63045	1235
P21707	1236
P32851	1236
P60881	1236
P63045	1236
P84087	1236
O14497	1237
O96019	1237
P51531	1237
P51532	1237
Q12824	1237
Q8TAQ2	1237
Q92922	1237
Q969G3	1237
Q96GM5	1237
O96019	1238
P51532	1238
Q12824	1238
Q68CP9	1238
Q86U86	1238
Q8TAQ2	1238
Q92922	1238
Q969G3	1238
Q96GM5	1238
O96019	1239
P51532	1239
Q03111	1239
Q12824	1239
Q8NFD5	1239
Q8TAQ2	1239
Q92922	1239
Q92925	1239
Q969G3	1239
Q96GM5	1239
G1SGF8	1240
G1SNT3	1240
G1SPF9	1240
P22458	1240
P48747	1240
P98136	1240
P06211	1241
P10037	1241
O43791	1243
Q13618	1243
Q9UER7	1243
P11023	1244
P32850	1244
P48018	1244
P61267	1244
P63026	1244
Q17QQ3	1244
P60510	1245
Q9NY27	1245
P20029	1246
Q99KV1	1246
P11023	1247
P32850	1247
P48018	1247
P61267	1247
P63026	1247
P84088	1247
Q17QQ3	1247
O14727	1248
P99999	1248
P06400	1250
Q01094	1250
O14497	1251
O96019	1251
P51531	1251
Q12824	1251
Q8TAQ2	1251
Q92922	1251
Q969G3	1251
Q96GM5	1251
O14497	1252
O96019	1252
P51532	1252
Q03111	1252
Q12824	1252
Q8TAQ2	1252
Q92922	1252
Q92925	1252
Q969G3	1252
Q96GM5	1252
O00255	1254
P30876	1254
P61964	1254
Q15291	1254
Q9C005	1254
Q9UBL3	1254
Q9UMN6	1254
O60907	1255
P63208	1255
Q8IUQ4	1255
Q9HB71	1255
O00255	1256
P05546	1256
P51610	1256
P61964	1256
Q03164	1256
Q15291	1256
Q9UBL3	1256
O00422	1257
O60264	1257
O60341	1257
O75446	1257
O94776	1257
O95983	1257
P20226	1257
P21675	1257
P49848	1257
P51531	1257
P61964	1257
P62826	1257
Q03164	1257
Q09028	1257
Q12824	1257
Q12873	1257
Q13547	1257
Q15029	1257
Q15291	1257
Q16514	1257
Q16576	1257
Q16594	1257
Q8TAQ2	1257
Q92769	1257
Q92797	1257
Q92922	1257
Q96ST3	1257
Q9P2I0	1257
P62877	1258
P63208	1258
Q8N3Y1	1258
Q92990	1258
Q09028	1259
Q13111	1259
Q13112	1259
P62877	1260
P63208	1260
Q13616	1260
Q86XK2	1260
P08621	1261
P09661	1261
P62995	1261
Q8IYB3	1261
Q9UQ35	1261
P31943	1287
P52597	1287
P26599	1288
P31943	1288
P52597	1288
Q9UKA9	1288
O94829	1293
P61326	1293
Q9Y5S9	1293
Q8IU60	1296
Q9NPI6	1296
P32121	1297
P45985	1297
Q99683	1297
P32121	1298
P45985	1298
P53779	1298
Q16584	1299
Q7Z6J0	1299
O60894	1300
Q16602	1300
O60506	1307
O75534	1307
P11940	1307
Q14103	1307
Q9H074	1307
P11142	1308
P11940	1308
Q04637	1308
Q14103	1308
Q59EJ3	1308
P17544	1317
Q16514	1317
P20226	1318
P21675	1318
Q15542	1318
Q15544	1318
Q16514	1318
P20226	1321
P49848	1321
Q15542	1321
Q15544	1321
Q16594	1321
O00571	1332
O14979	1332
O43143	1332
P17844	1332
P31943	1332
P35637	1332
P52272	1332
Q00839	1332
Q01844	1332
Q12905	1332
Q12906	1332
Q13148	1332
Q8WYQ5	1332
Q92499	1332
Q92804	1332
Q92841	1332
Q96SB4	1332
Q9BUJ2	1332
Q9NRR4	1332
Q9UKM9	1332
O75643	1335
O95071	1335
P07437	1335
P11021	1335
P17858	1335
P23246	1335
P26641	1335
P43243	1335
P43246	1335
P68104	1335
Q00839	1335
Q13573	1335
Q15029	1335
Q16531	1335
Q6P2Q9	1335
Q99459	1335
Q9BUQ8	1335
Q9UG63	1335
O43524	1338
Q92831	1338
B0BNF1	1345
B3GNI6	1345
Q91Y81	1345
Q9QZR6	1345
Q9WVC0	1345
P52948	1347
P57740	1347
Q12769	1347
Q8WUM0	1347
O15504	1348
O75694	1348
Q53GS7	1348
O95251	1352
Q6IE81	1352
Q9HAF1	1352
Q9UNL4	1352
P15806	1371
P17679	1371
P22091	1371
P25801	1371
P06400	1372
P15923	1372
P17542	1372
P25791	1372
Q86U70	1372
P15806	1373
P17679	1373
P22091	1373
P25801	1373
P70662	1373
A7MB35	1375
F1N206	1375
P11180	1375
P11966	1375
P22439	1375
Q15650	1377
Q8N3C0	1377
Q8N9N2	1377
Q9H1I8	1377
P10619	1379
P16278	1379
P34059	1379
Q99519	1379
O95163	1380
Q6IA86	1380
Q96EB1	1380
Q9H9T3	1380
P26651	1386
Q9HCK5	1386
P26651	1387
Q9UKV8	1387
A0A8I3P9D7	1388
Q9XSY1	1388
P13405	1390
Q08775	1390
O14686	1399
P61964	1399
Q15291	1399
Q9UBL3	1399
O14686	1400
P07437	1400
P68366	1400
Q14686	1400
Q15291	1400
Q8NEZ4	1400
Q9UBL3	1400
O14686	1401
O15047	1401
P21675	1401
P49848	1401
P61964	1401
Q03164	1401
Q15291	1401
Q16594	1401
Q99496	1401
Q9H7Z6	1401
O15379	1413
O75376	1413
P51532	1413
Q12824	1413
Q13263	1413
Q15393	1413
Q15459	1413
Q6ZRS2	1413
Q8TAQ2	1413
Q92922	1413
E9Q6R7	1423
O55103	1423
P11531	1423
Q05AA6	1423
Q62165	1423
Q05769	1439
P16086	1442
P97582	1442
Q01728	1442
Q9QWN8	1442
O14910	1448
O14936	1448
Q12959	1448
P70175	1449
Q811D0	1449
Q8JZS0	1449
P33993	1452
P49736	1452
Q14566	1452
P51825	1457
Q03111	1457
Q9HC52	1457
O60264	1458
Q92769	1458
P35226	1462
Q06587	1462
Q8IXK0	1462
Q99496	1462
O95229	1464
P45973	1464
Q6P1K2	1464
Q96IY1	1464
Q9H081	1464
Q9H410	1464
O09106	1469
Q61502	1469
Q64700	1469
Q08999	1473
Q14186	1473
Q15329	1473
P28749	1474
P84022	1474
Q13485	1474
Q14186	1474
Q15329	1474
Q16254	1474
P51943	1475
P97377	1475
Q08639	1475
Q61501	1475
Q64701	1475
P06400	1488
P26358	1488
Q01094	1488
Q13547	1488
P26358	1490
Q9NPF5	1490
Q9UER7	1490
P26358	1491
P49758	1491
Q9NPF5	1491
O60341	1492
O75362	1492
Q13547	1492
Q14687	1492
