UniProtKB_accession_number	corum_id
Q9C0B5	8651
Q2TAP0	8652
Q9C0B5	8652
Q8VDZ4	8653
Q9D428	8653
P19174	8654
P43403	8654
P62993	8654
Q07889	8654
O00206	8655
P43405	8655
Q99836	8655
O00206	8656
P43405	8656
P51617	8656
Q99836	8656
Q7Z392	8658
Q96BY7	8658
Q9Y484	8658
O00629	8666
Q14974	8666
O00505	8667
Q14974	8667
P52294	8668
Q14974	8668
O60684	8669
Q14974	8669
O00629	8670
P55060	8670
P62826	8670
O00505	8671
P55060	8671
P62826	8671
P52294	8672
P55060	8672
P62826	8672
O60684	8673
P55060	8673
P62826	8673
O15504	8674
O75694	8674
P12270	8674
P35658	8674
P37198	8674
P49790	8674
P49792	8674
P52948	8674
P55735	8674
P57740	8674
P78406	8674
Q12769	8674
Q53GS7	8674
Q5SRE5	8674
Q7Z3B4	8674
Q8N1F7	8674
Q8NFH3	8674
Q8NFH4	8674
Q8NFH5	8674
Q8TEM1	8674
Q8WUM0	8674
Q8WYP5	8674
Q92621	8674
Q96EE3	8674
Q96HA1	8674
Q99567	8674
Q9BTX1	8674
Q9BVL2	8674
Q9BW27	8674
Q9NRG9	8674
Q9UKX7	8674
O75431	8675
Q5HYI7	8675
Q9Y512	8675
Q13505	8676
Q9NVH1	8676
O15455	8677
O15519-1	8677
O15519-2	8677
Q13158	8677
Q13546	8677
Q14790	8677
Q8IUC6	8677
O15455	8678
O15519-1	8678
Q13158	8678
Q13546	8678
Q14790	8678
Q8IUC6	8678
Q92851	8678
O15455	8679
Q13158	8679
Q13546	8679
Q14790	8679
Q8IUC6	8679
P20069	8680
Q03346	8680
Q12933	8681
Q7Z434	8681
Q9Y6K9	8681
O00571	8682
Q13114	8682
Q14164	8682
Q7Z434	8682
Q9UL51	8683
Q9Y3Q4	8683
O60741	8684
Q9P1Z3	8684
O60741	8685
Q9Y3Q4	8685
Q9P1Z3	8686
Q9Y3Q4	8686
P19024	8687
P63142	8687
O60260	8691
O96008	8691
O60260	8692
O94826	8692
O95786	8693
Q7Z434	8693
Q9BZY9	8693
Q14164	8694
Q7Z434	8694
Q9UHD2	8694
O95786	8695
Q13114	8695
Q7Z434	8695
Q9UHD2	8695
O00743	8696
O95786	8696
Q14142	8696
Q7Z434	8696
Q96S55	8696
P43080	8697
Q02846	8697
Q7Z3Z2	8697
Q13546	8698
Q9Y572	8698
Q13158	8699
Q13546	8699
Q14790	8699
Q9Y572	8699
P01112	8700
P36873	8700
Q9UQ13	8700
P01116	8701
P36873	8701
Q9UQ13	8701
O14807	8702
P36873	8702
Q9UQ13	8702
P01111	8703
P36873	8703
Q9UQ13	8703
O14807	8704
P36873	8704
Q9UQ13	8704
O15455	8705
Q13546	8705
Q8IUC6	8705
Q8K3K8	8706
Q9WUN2	8706
Q96CV9	8707
Q9UHD2	8707
O00206	8708
O60602	8708
O00206	8709
Q99836	8709
P04198	8710
Q86V81	8710
P04198	8711
Q96EB6	8711
P04198	8712
P08047	8712
Q92769	8712
P04198	8713
P08047	8713
Q13547	8713
Q14289	8714
Q8NF50	8714
Q99836	8714
Q14164	8715
Q7Z434	8715
P14873	8716
Q9Z273	8716
P28741	8717
Q9Z273	8717
P56546-2	8718
Q9Z273	8718
Q9UHD2	8719
Q9Y4K3	8719
O43318	8720
Q9BQ95	8720
Q9Y4K3	8720
O00571	8721
Q14164	8721
O14925	8722
O43615	8722
O60830	8722
O14925	8723
O60830	8723
P60602	8723
Q3ZCQ8	8723
Q9BVV7	8723
P17181	8724
P42224	8724
P48551	8724
P63244	8724
Q9H6S1	8725
Q9UHD2	8725
P20333	8726
Q12933	8726
Q13077	8726
Q13490	8726
P15382	8727
P51787	8727
A2A9T0	8728
P70347	8728
Q62167	8728
Q9QYP6	8728
Q9WUN2	8728
P08238	8729
Q14653	8729
Q9UHD2	8729
O94826	8730
P07900	8730
Q07812	8730
Q14653	8730
Q07812	8731
Q14653	8731
O95786	8732
P07900	8732
O43187	8733
P21145	8733
O94826	8734
P07900	8734
Q14653	8734
Q7Z434	8734
Q9UHD2	8734
Q9H6T3	8735
Q9NWS0	8735
Q9Y230	8735
Q9Y265	8735
O94826	8736
Q7Z434	8736
P68371	8737
P98172	8737
O94826	8739
P07900	8739
O94826	8741
P07900	8741
Q14653	8741
Q9UHD2	8741
O14920	8742
O15111	8742
O94826	8742
P07900	8742
P40855	8743
P56589	8743
P06211	8744
P18266	8744
Q9WU82	8744
P18266	8745
P19332	8745
Q63787	8745
Q9WU82	8745
P12849	8746
Q8C6P8	8746
P12849	8747
P43247	8747
Q8C6P8	8747
P12849	8748
P54276	8748
Q8C6P8	8748
Q8TBZ6	8749
Q9C0B1	8749
P55851	8750
Q9BPX6	8750
Q9BQS7	8756
Q9NP59	8756
P04198	8757
P08047	8757
Q13105	8757
O14965	8758
P04198	8758
O60341	8759
P04198	8759
Q02750	8760
Q9NZC7	8760
Q12891	8761
Q9NZC7	8761
P84022	8762
Q12891	8762
Q9NZC7	8762
Q12891	8763
Q13485	8763
Q9NZC7	8763
P04637	8764
Q13485	8764
Q9NZC7	8764
P19838	8766
Q04206	8766
Q9UBK9	8766
Q6N021	8767
Q9NYF8	8767
P19429	8768
P45379	8768
P63316	8768
P19123	8769
P48787	8769
P50752	8769
P16871	8771
Q969D9	8771
Q9HC73	8771
P04275	8772
Q9H2X3	8772
P00451	8773
P04275	8773
P09619	8786
Q13596-2	8786
O00623	8791
P50542	8791
O00623	8792
O60683	8792
Q2M2R8	8793
Q642G4	8793
O88177	8794
P24392	8794
Q2M2R8	8794
Q642G4	8794
P62960	8795
Q8K3Z0	8795
Q9BUV8	8796
Q9UM00	8796
Q03311	8798
Q810F0	8798
O43353	8802
Q9HC29	8802
Q64337	8807
Q9Z2X8	8807
Q13501	8808
Q14145	8808
P05067-PRO_0000000093	8809
P23795	8809
P05067-PRO_0000000092	8810
P23795	8810
P22303	8811
P58400	8811
P37136	8812
Q63373	8812
P02647	8813
P06276	8813
P04114	8814
P06276	8814
P06276	8815
P10909	8815
P04264	8817
P06276	8817
P06276	8818
P13645	8818
P02768	8819
P06276	8819
P06276	8820
P35527	8820
P06276	8821
P35908	8821
P02533	8822
P06276	8822
P02765	8823
P06276	8823
P04259	8824
P06276	8824
P02787	8825
P06276	8825
P02538	8826
P06276	8826
P06276	8827
P13647	8827
P06276	8828
P09871	8828
P06276	8829
P08779	8829
P06276	8830
P0DOX5	8830
P04004	8831
P06276	8831
P06276	8832
P68871	8832
P06276	8833
P07996	8833
A0A0D9RCZ4	8834
O08915	8834
P30561	8834
Q9R0Q7	8834
P01871	8835
P06276	8835
P06276	8836
Q08380	8836
P01023	8837
P06276	8837
P00739	8838
P06276	8838
P00738	8839
P06276	8839
P06276	8840
P22303	8841
P27540	8842
P35869	8842
O15550	8843
Q9Y508	8843
P98160	8844
Q9Y215	8844
O15146	8845
Q9Y215	8845
P22303	8846
Q9Y215	8846
P22303	8847
Q9Y215	8847
P22303	8848
Q9Y215	8848
P22303	8849
O14818	8850
P20618	8850
P25786	8850
P25787	8850
P25788	8850
P25789	8850
P28066	8850
P28070	8850
P28072	8850
P28074	8850
P49720	8850
P49721	8850
P60900	8850
Q99436	8850
P23795	8851
P23795	8852
E1BPW8	8853
P23795	8853
E1BPW8	8854
P23795	8854
E1BPW8	8855
P23795	8855
P05067	8856
P06276	8856
P05067	8857
P22303	8857
O35348	8858
Q03311	8858
P13612	8859
P26010	8859
Q13477	8859
P05107	8860
P05362	8860
P20701	8860
Q96B97	8861
Q9GZT9	8861
P35354	8862
Q00959	8863
Q9R1M7	8863
P11926	8864
P54368	8864
P16066	8865
P11926	8866
P13612	8867
P19320	8867
P26010	8867
O14920	8868
O95999	8868
P27487	8868
Q9BXL7	8868
O14977	8869
P54368	8869
P27487	8870
Q12884	8870
P54368	8871
Q96A70	8871
P10827	8872
P19793	8872
P10828	8873
P19793	8873
P10276	8874
P19793	8874
P10826	8875
P19793	8875
P13631	8876
P19793	8876
P00747	8877
P00750	8877
P13631	8878
P28702	8878
P13631	8879
P28705	8879
O15379	8881
P10276	8881
P10276	8882
Q9UQL6	8882
P10276	8883
Q8WUI4	8883
P11416	8884
Q60974	8884
P37242	8885
Q60974	8885
P10276	8886
Q9Y618	8886
P10828	8887
Q9Y618	8887
P10827	8888
Q9Y618	8888
P10276	8889
P19793	8889
Q9Y618	8889
P10828	8890
P19793	8890
Q9Y618	8890
P02671	8891
P02675	8891
P02679	8891
P10276	8892
Q15596	8892
P19793	8893
Q15596	8893
P10827	8894
Q15596	8894
P11473	8895
Q15596	8895
P10275	8897
Q15596	8897
P00749	8898
P05121	8898
P19793	8899
Q13133	8899
P19793	8900
P55055	8900
P00749	8901
P04004	8901
Q03405	8901
Q07869	8902
Q13133	8902
P55055	8903
Q07869	8903
Q03181	8904
Q13133	8904
P55055	8905
Q03181	8905
P37231	8906
Q13133	8906
P37231	8907
P55055	8907
P10276	8908
P27986	8908
P10276	8909
P27986	8909
Q05397	8909
P01100	8910
P03372	8910
P10276	8910
P12956	8910
P13010	8910
P23771	8910
P42224	8910
P55317	8910
P78527	8910
Q92754	8910
P01100	8911
P03372	8911
P12956	8911
P13010	8911
P13631	8911
P23771	8911
P42224	8911
P55317	8911
P78527	8911
Q92754	8911
P10276	8912
P50148	8912
P06537	8913
P11416	8913
P28700	8913
P04004	8914
P05121	8914
P19793	8915
P22736	8915
P00749	8916
P05120	8916
P10276	8917
P28702	8917
B1AS29	8918
F6SEU4	8918
O88448	8918
P05132	8918
P05480	8918
P11627	8918
P11798	8918
P15116	8918
P16054	8918
P18654	8918
P20357	8918
P28652	8918
P31324	8918
P31938	8918
P35235	8918
P35436	8918
P35438	8918
P39087	8918
P42337	8918
P46460	8918
P46660	8918
P47713	8918
P56959	8918
P63001	8918
P63017	8918
P63085	8918
P63318	8918
P63321	8918
P63328	8918
P68404	8918
P70175	8918
P97772	8918
Q01097	8918
Q02248	8918
Q04690	8918
Q3URD3	8918
Q60598	8918
Q61411	8918
Q62108	8918
Q63844	8918
Q63932	8918
Q68FD5	8918
Q70FJ1	8918
Q76MZ3	8918
Q80Z38	8918
Q80ZJ1	8918
Q8BFV3	8918
Q8K3H0	8918
Q91XM9	8918
Q99N57	8918
Q9D415	8918
Q9JI91	8918
Q9QVP9	8918
Q9WV31	8918
Q9Z2Y3	8918
P12931	8919
P13631	8919
P04196	8920
P19793	8922
Q07869	8922
P19793	8923
P37231	8923
P19793	8924
Q96RI1	8924
P00749	8925
P07996	8925
P19793	8926
Q13133	8926
Q15788	8926
P04196	8927
P07996	8927
A0A0D9R8B4	8928
A0A0D9RBL0	8928
A0A0D9RST6	8928
P19793	8929
Q14994	8929
P19793	8930
Q09472	8930
O75469	8931
P19793	8931
P11473	8932
P19793	8932
Q05586	8933
Q12879	8933
P43354	8934
P48443	8934
P22736	8935
P48443	8935
Q05586	8936
Q13224	8936
Q05586	8937
Q14957	8937
O15399	8938
Q05586	8938
Q05586	8939
Q12879	8939
P11416	8940
Q91XC0	8940
P18911	8941
Q91XC0	8941
P63058	8942
Q91XC0	8942
P13631	8943
Q91XC0	8943
A6NIX2	8944
P10276	8944
P10276	8945
Q9QXD8	8945
P28704	8946
Q60809	8946
P22459	8947
Q09470	8947
P16389	8948
P22459	8948
P22459	8949
P22460	8949
P22459	8950
Q09470	8951
P10827	8953
P28702	8953
Q13224	8954
Q9UQM7	8954
P11473	8955
P49743	8955
P28704	8956
Q60644	8956
Q13224	8957
Q13972	8957
G3V9C5	8959
P18901	8959
P16389	8960
P22001	8961
P61169	8962
Q00960	8962
P11275	8963
Q00960	8963
P22460	8964
P16389	8965
P22001	8965
P22459	8965
Q09470	8965
Q01097	8966
Q80YE7	8966
P11717	8967
P27487	8967
P27487	8968
P51654	8968
Q17ST2	8969
P23204	8970
P28704	8970
P28704	8971
P37238	8971
P28704	8972
P35396	8972
Q16322	8973
Q9Y244	8973
A2AIR5	8974
P35438	8974
P19793	8975
P43354	8975
P35438	8976
Q01097	8976
P35438	8977
P47936	8977
Q01097	8977
P27487	8978
Q03135	8978
Q05586	8979
Q14957	8979
Q05586	8980
Q12879	8980
Q14957	8980
O15399	8981
Q05586	8981
P28340	8982
P49005	8982
Q15054	8982
Q9HCU8	8982
P28340	8983
P49005	8983
Q15054	8983
P43220	8984
P47872	8985
P43220	8986
P47872	8986
P15387	8987
Q63099	8987
Q14721	8988
Q8TDN1	8988
O60391	8989
Q05586	8989
P22462	8990
P25122	8990
Q14003	8991
Q8TAE7	8991
O95259	8992
P48547	8992
Q14721	8993
Q8TDN2	8993
Q8TDN2	8994
Q92953	8994
A2AIR5	8995
P35438	8995
Q01097	8995
A2AIR5	8996
P35436	8996
P35438	8996
D3ZCV0	8997
P35439	8997
D3ZCV0	8998
Q00960	8998
D3ZCV0	8999
P31016	8999
P31016	9000
Q00959	9000
D4A678	9001
Q00960	9001
D4A678	9002
P35439	9002
D4A678	9003
Q00959	9003
P43220	9004
Q03135	9004
P06883-PRO_0000011308	9005
P21932	9005
P32301	9005
P31016	9006
Q00960	9006
A2AIR5	9007
P35438	9007
A2AIR5	9008
Q01097	9008
P05067-4	9010
Q05586	9010
Q13224	9010
P05067-4	9011
Q05586	9011
P08592-2	9012
P35439	9012
Q00959	9012
O35627	9015
P28704	9015
P56282	9019
Q07864	9019
Q9NR33	9019
Q9NRF9	9019
P47872	9020
Q03431	9020
P47872	9021
P49190	9021
O95838	9022
P47872	9022
P47872	9023
Q16602	9023
P47872	9024
Q02643	9024
P06883-PRO_0000011308	9025
P29066	9025
P32301	9025
P48546	9026
P07550	9027
P48546	9027
P19793	9028
P32300	9031
P34975	9031
P33533	9032
P33535	9032
Q8R1C0	9033
Q9WTW2	9033
P30411	9034
P30556	9034
P43220	9035
P48546	9035
O00213	9036
P05067	9036
P05067	9037
Q92870	9037
P09874	9038
Q9NUW8	9038
P48547	9039
P05067	9040
Q92542	9040
P05067	9041
Q92542	9041
Q03135	9042
Q6NZI2	9042
P25098	9043
Q03135	9043
P09874	9044
Q9UNS1	9044
P11103	9045
P48432	9045
P15127-PRO_0000016696	9046
P15127-PRO_0000016698	9046
P41350	9046
B1AS29	9047
P39087	9047
Q8R4I7	9047
B1AS29	9048
P39087	9048
Q8BNJ6	9048
Q61626	9049
Q8R4I7	9049
Q61626	9050
Q8BNJ6	9050
P09874	9051
Q9UGN5	9051
P06746	9052
P09874	9052
P18887	9052
P49916	9052
Q9UGN5	9052
P09874	9053
Q13098	9053
Q13619	9053
Q13620	9053
Q16531	9053
Q92466	9053
Q9BT78	9053
Q9UBW8	9053
P22460	9054
Q14722	9054
O15527	9055
P09874	9055
P05771	9056
P22460	9056
P63244	9056
Q04759	9056
Q14722	9056
O88522	9057
P11103	9057
Q62388	9057
Q9JM05	9057
P09874	9058
Q99816	9058
Q13002	9059
Q16478	9059
Q13002	9060
Q16478	9060
Q13002	9061
Q13002	9062
O75376	9063
P10827	9063
P03372	9064
Q15596	9064
P06401	9065
Q15596	9065
P39086	9069
Q13002	9069
Q13003	9069
P39086	9070
Q13003	9070
Q13002	9071
Q13003	9071
P10276	9072
P10276	9073
P19793	9073
P29373	9073
Q09428	9074
Q14654	9074
Q9HB29	9076
Q9NPH3	9076
Q9UHA7	9076
A6HD62	9077
P19686	9077
P19091	9079
P70365	9079
P97496	9079
P19091	9080
Q61026	9080
Q9HB29	9081
Q9NPH3	9081
Q9NZH8	9081
P14719	9082
Q61730	9082
Q8BVZ5	9082
O95760	9083
Q01638	9083
Q9NPH3	9083
P10275	9084
Q92993	9084
P10275	9085
Q13547	9085
Q92993	9085
P01584	9086
P14778	9086
Q9NPH3	9086
O95251	9087
P10275	9087
Q02108	9088
Q02153	9088
Q9UPQ3	9088
P10275	9089
Q96EB6	9089
O14744	9090
P10275	9090
P54105	9090
Q9BQA1	9090
P10275	9091
Q9Z148	9091
P10275	9092
Q96L73	9092
O60341	9093
P10275	9093
P19091	9094
Q6ZQ88	9094
P10275	9095
Q9Y4C1	9095
O60341	9096
P10275	9096
Q9H3R0	9096
P10275	9097
Q05086	9097
P10275	9098
Q00987	9098
Q13547	9098
P10275	9099
Q13547	9099
Q96PM5	9099
P10275	9100
P78317	9100
P10275	9101
Q9UBS8	9101
P31016	9102
Q9WVI4	9102
P10275	9103
Q14694	9103
P10275	9104
P55854	9104
P10275	9105
P63280	9105
O88907	9106
P15207	9106
P15207	9107
Q6AZ28	9107
Q63622	9108
Q9WVI4	9108
O54714	9109
P19091	9109
P10275	9110
Q9ULJ6	9110
Q62696	9111
Q9WVI4	9111
P10275	9112
Q9P0U3	9112
Q62936	9113
Q9WVI4	9113
F8VQK3	9114
O54865	9114
O94906	9115
P10275	9115
P10275	9116
Q15233	9116
P10275	9117
P12956	9117
P13010	9117
P10275	9118
Q99638	9118
P25092	9119
P10275	9120
P38398	9120
P10275	9121
P51587	9121
P0DMV8	9122
P10275	9122
Q99933-1	9122
Q16552	9123
Q8NAC3	9123
Q96F46	9123
Q14721	9124
Q6PIU1	9124
Q6PIU1	9125
Q92953	9125
O95425	9126
P10275	9126
P06396	9127
P10275	9127
P10275	9128
P21333	9128
P10275	9129
Q92624	9129
O00291	9130
P10275	9130
O14976	9131
P10275	9131
Q8NAC3	9132
Q96F46	9132
Q96PD4	9132
Q16552	9133
Q96PD4	9133
Q14721	9135
Q9BQ31	9135
Q16552	9136
Q8NAC3	9136
Q96F46	9136
Q96PD4	9136
P10275	9138
Q03135	9138
O43294	9139
P10275	9139
P10275	9140
Q14192	9140
Q8IZL8	9140
P10275	9141
Q14192	9141
O60504	9142
P15207	9142
P10275	9143
Q07912	9143
P10275	9144
Q15596	9144
Q16512	9144
P10275	9145
Q96S59	9145
P10275	9146
Q9NQU5	9146
P10275	9147
P12931	9147
P63244	9147
P10275	9148
P40763	9148
P10275	9149
P84022	9149
P10275	9150
Q9Y5J3	9150
P10275	9151
Q05823	9151
P10275	9152
P35222	9152
P10275	9153
P49841	9153
P10275	9154
P15884	9154
P10275	9155
P24864	9155
P10275	9156
P30305	9156
P10275	9157
Q00534	9157
P10275	9158
P24385	9158
P06400	9159
P10275	9159
P10275	9160
P39687	9160
P10275	9161
Q9NYW8	9161
P25092	9162
P10275	9163
Q96IZ0	9163
P10275	9164
Q14790	9164
P02647	9165
P54750	9165
P19091	9166
Q15650	9166
P10275	9167
Q15648	9167
P10275	9168
P48552	9168
P10275	9169
Q03989	9169
P10275	9170
Q9JLQ4	9170
P10275	9172
Q13772	9172
P10275	9174
P61201	9174
P10275	9175
Q08117	9175
P10275	9176
P78317	9176
Q9HBE1	9176
P08138	9177
P27815	9177
P10275	9178
Q15583	9178
P10275	9179
Q9UBK9	9179
P10275	9180
P82094	9180
P08138	9181
Q07343	9181
P10275	9182
Q15020	9182
P10275	9183
P20794	9183
Q9Y6Q9	9183
P08138	9184
Q08493	9184
O14595	9185
P10275	9185
O88759	9186
P19024	9186
P08138	9187
Q08499	9187
P10275	9188
Q9GZU7	9188
Q9Y233	9190
P18887	9191
P49916	9191
O15194	9192
P10275	9192
P10275	9193
P30153	9193
P67775	9193
P09874	9194
P84022	9194
P10275	9195
Q9NRM7	9195
P09874	9196
Q15796	9196
P09874	9197
Q13485	9197
Q15796	9198
Q9UGN5	9198
P35436	9199
Q01097	9199
Q62108	9199
Q8CA95	9199
P84022	9200
Q9UGN5	9200
Q13485	9201
Q9UGN5	9201
Q15796	9202
Q86W56	9202
P84022	9203
Q86W56	9203
O88554	9204
P28700	9204
P37238	9204
D3YVF0	9205
Q8CA95	9205
P12367	9206
Q8CA95	9206
O88554	9207
Q15554	9207
Q9UGN5	9207
P12367	9208
P35436	9208
Q01097	9208
Q62108	9208
Q8CA95	9208
O88554	9209
P11103	9209
P23475	9209
P27641	9209
Q62187	9209
P09874	9210
P12956	9210
P13010	9210
P49916	9210
P49917	9210
P78527-1	9210
Q9Y6F1-1	9210
P09874	9211
P12956	9211
P13010	9211
P49916	9211
P49917	9211
P78527-1	9211
Q9Y6F1-2	9211
P47710	9212
Q9Y233	9212
P09874	9213
Q01831	9213
P09874	9214
P62877	9214
Q01831	9214
Q13619	9214
Q16531	9214
Q92466	9214
P27815	9215
Q08499	9215
Q07343	9216
Q08499	9216
P09874	9217
Q9NWY4	9217
P22002	9218
P54287	9218
P54283	9219
P54287	9219
O95838	9220
P01275-PRO_0000011262	9220
P04896	9220
P54311	9220
P63212	9220
P10275	9221
Q99497	9221
P10275	9222
P20711	9222
P10275	9223
P12931	9223
P27986	9223
P26450	9224
Q5IXF8	9224
P27815	9225
P50579	9225
P54750	9226
P63104	9226
P10275	9227
Q13950	9227
P05412	9228
P10275	9228
P63101	9229
Q61481	9229
P01100	9230
P10275	9230
P05412	9231
P10275	9231
P15336	9231
O76074	9232
P19091	9233
P31361	9233
P14859	9234
P19091	9234
Q9NWY4	9235
Q9UGN5	9235
P11103	9236
P13864	9236
Q61164	9236
P13995	9237
Q9Y6F1	9237
P25490	9238
Q13547	9238
Q15022	9238
Q15910	9238
Q9Y6F1	9238
Q922S4	9240
P14859	9241
P19091	9241
Q15788	9241
P10275	9242
P49715	9242
P10275	9243
P51843	9243
O95838	9244
P27986	9244
P10275	9245
P18146	9245
P03372	9246
P10275	9246
P10275	9247
Q12778	9247
P10275	9248
P55317	9248
P27815	9249
Q02577	9249
P10275	9250
P23769	9250
O75593	9251
P10275	9251
O76074	9252
Q13976	9252
Q14643	9252
Q9Y6F6	9252
P54750	9253
Q14123	9253
P09174	9254
Q91ZQ1	9254
P06536	9255
P15207	9255
P10275	9256
Q92826	9256
P10275	9257
P21359	9257
P61249	9258
Q91ZQ1	9258
P08047	9259
P10275	9259
O09106	9260
O35437	9260
P19091	9260
O95238	9261
P10275	9261
P27664	9262
Q924K1	9262
P10275	9263
P19793	9263
P10275	9264
P48436	9264
P10275	9265
Q05066	9265
P16499	9266
P18545	9266
P35913	9266
Q9NZN9	9266
P10275	9267
P13056	9267
P10275	9268
P49116	9268
P10275	9269
Q15629	9269
P51160	9270
Q13956	9270
Q9NZN9	9270
Q91ZQ1	9271
Q924K1	9271
P10275	9272
Q8N163	9272
P10275	9273
Q8WTS6	9273
P10275	9274
P23246	9274
Q15233	9274
O43924	9275
Q96IG2	9275
O43924	9276
Q9UKC9	9276
O43924	9277
O95164	9277
O43924	9278
Q8IW50	9278
O43924	9279
Q8IY84	9279
Q9NR82	9280
P03973	9281
Q9H4B7	9281
A2AQ07	9282
P97430	9282
Q9ERD7	9283
Q9QXL2	9283
P04350	9284
P35579	9284
P32455	9285
Q13509	9285
O35174	9286
Q03717	9286
O35173	9287
Q03717	9287
A6H8H5	9288
O35174	9288
A6H8H5	9289
O35173	9289
P56696	9290
P11309	9291
P32455	9291
Q13509	9291
P04350	9292
Q9Y265	9292
P04350	9293
Q9BSI4	9293
O75197	9294
Q8NBP7	9294
P42336	9295
Q9Y4K3	9295
P27986	9296
P42336	9296
Q9Y4K3	9296
P27986	9297
P42338	9297
P26450	9298
P42337	9298
P26450	9299
Q8BTI9	9299
O35904	9300
P26450	9300
O08908	9301
P42337	9301
O08908	9302
Q8BTI9	9302
O08908	9303
O35904	9303
P42337	9304
Q64143	9304
Q64143	9305
Q8BTI9	9305
O35904	9306
Q64143	9306
F1LY25	9307
Q9JK96	9307
P01130	9308
Q8NBP7	9308
O43525	9309
O43526	9309
Q9Y6J6	9309
P42336	9310
Q14511	9310
P42336	9311
Q13501	9311
P07355	9312
Q8NBP7	9312
P16671	9313
Q8NBP7	9313
P51654	9314
Q8NBP7	9314
P29322	9315
P48736	9315
P14625	9316
Q8NBP7	9316
P60033	9317
Q8NBP7	9317
P01130	9318
Q01518	9318
Q8NBP7	9318
P48736	9319
Q8WYR1	9319
O35904	9320
Q7TN89	9320
O35904	9321
P26450	9321
Q62120	9321
O08908	9322
O35904	9322
Q62120	9322
P41586	9323
P48546	9323
P41586	9324
P47872	9324
O95563	9325
Q9Y5U8	9325
Q5T8D3	9326
Q9P0L0	9326
O95292	9327
Q5T8D3	9327
P03372	9328
Q6AZ28	9328
O95425	9329
P03372	9329
O60504	9330
P03372	9330
P03372	9331
P15884	9331
P03372	9332
P30305	9332
P03372	9333
P39687	9333
P03372	9334
Q9NYW8	9334
P03372	9335
Q15650	9335
P03372	9336
Q12796	9336
P03372	9337
Q03989	9337
P03372	9338
Q9JLQ4	9338
P03372	9339
Q9UBK9	9339
P04083	9340
P42336	9340
P03372	9341
Q9Y6Q9	9341
O75556	9342
P42336	9342
P03372	9343
Q15788	9343
P03372	9344
P38398	9344
P42336	9345
Q96DA0	9345
P03372	9346
Q99966	9346
P03372	9347
P24385	9347
Q15788	9347
P42336	9348
Q9NP55	9348
P03372	9349
Q05086	9349
P02647	9350
P42336	9350
P03372	9351
Q15303	9351
P03372	9352
Q15648	9352
P03372	9353
Q15596	9353
Q9P1Z2	9353
P42336	9354
Q8TDL5	9354
P31016	9355
P70600	9355
Q62936	9355
P01275-PRO_0000011256	9356
P47871	9356
P03372	9357
P97947	9357
P03372	9358
Q99623	9358
P03372	9359
Q8N163	9359
Q92793	9359
Q96IF1	9359
O70343	9360
P03372	9360
P03372	9361
Q86U06	9361
P03372	9362
Q8VH51	9362
P78352	9364
Q14289	9364
Q92796	9364
P70600	9365
Q00959	9365
Q00960	9365
Q9WUD9	9365
P03372	9367
Q6P9F0	9367
P03372	9368
Q5QJE6	9368
Q14289	9369
Q9ULH1	9369
P03372	9370
Q9HCD5	9370
P03372	9371
Q14686	9371
P03372	9372
Q8NI08	9372
O43150	9373
Q14289	9373
P12931	9374
Q9ULH1	9374
P03372	9375
P55345	9375
P03372	9376
Q16881-4	9376
P03372	9377
Q8WTS6	9377
P70600	9378
Q00959	9378
Q9WUD9	9378
P03372	9379
Q96RI1	9379
P03372	9380
Q13363	9380
Q96JN0	9380
Q99708	9380
P03372	9381
Q9Y618	9381
Q9Y6Q9	9381
P03372	9382
Q8IXJ9	9382
D4ADC2	9383
P06211	9383
P19785	9384
Q6Y685	9384
P03372	9385
Q13330	9385
Q6AZ28	9386
Q92731	9386
O60504	9387
Q92731-1	9387
P15884	9388
Q92731	9388
Q03989	9389
Q92731	9389
Q91ZY6	9390
Q92731	9390
Q15648	9391
Q92731	9391
P97947	9392
Q92731	9392
Q8N163	9393
Q92731	9393
Q8VH51	9394
Q92731	9394
Q6P9F0	9395
Q92731	9395
Q5QJE6	9396
Q92731	9396
Q92731	9397
Q9HCD5	9397
A0A0R4J0Y6	9398
Q9JL19	9398
A0A1W2P736	9399
Q9JL19	9399
A0A1W2P736	9400
Q61026	9400
A0A0R4J0Y6	9401
Q61026	9401
Q8NI08	9402
Q92731	9402
P55345	9403
Q92731	9403
Q16881-4	9404
Q92731	9404
Q96RI1	9405
Q9UBK2	9405
Q13227	9406
Q96RI1	9406
Q15788	9407
Q96RI1	9407
Q96RI1	9408
Q99873	9408
Q04206	9409
Q96RI1	9409
Q8WTS6	9410
Q96RI1	9410
Q3TKT4	9411
Q60641	9411
Q12772	9412
Q96RI1	9412
P19793	9413
Q15648	9413
Q96RI1	9413
Q15424	9414
Q96RI1	9414
P04150	9415
Q6AZ28	9415
O94906	9416
P04150	9416
O95425	9417
P04150	9417
O60504	9418
P04150	9418
P04150	9419
Q9NYW8	9419
O60244	9420
P06536	9420
P06536	9421
Q99816	9421
P04150	9422
P48552	9422
P04150	9423
Q9P2W1	9423
P04150	9424
Q9UBK9	9424
O15194	9425
P04150	9425
P06536	9426
Q08775	9426
P06537	9427
P25425	9427
O08759	9428
P06537	9428
P04150	9429
Q14686	9429
P05412	9430
P06536	9430
P06536	9431
Q9UBK2	9431
P04150	9432
Q9Y618	9432
P04150	9433
P43354	9433
P04150	9434
P22736	9434
P04150	9435
Q92570	9435
O43296	9436
P04150	9436
